dataset,minsup,algorithm,run_type,run_id,campaign_id,expected_output_equivalent_group,log_path
D20C50,10%,CloSpan,measured,3,20260112_221617,D20C50_0.1_group,logs_itemsets/CloSpan_D20C50_0.1_run3_20260112_221617.log
D20C50,10%,CloSpan,measured,2,20260112_221617,D20C50_0.1_group,logs_itemsets/CloSpan_D20C50_0.1_run2_20260112_221617.log
D20C50,10%,CloSpan,measured,1,20260112_221617,D20C50_0.1_group,logs_itemsets/CloSpan_D20C50_0.1_run1_20260112_221617.log
D20C50,10%,CloFast,warmup,1,20260112_221617,D20C50_0.1_group,logs_itemsets/CloFast_D20C50_0.1_runwarmup1_20260112_221617.log
D20C50,10%,CloFast,measured,3,20260112_221617,D20C50_0.1_group,logs_itemsets/CloFast_D20C50_0.1_run3_20260112_221617.log
D20C50,10%,CloFast,measured,2,20260112_221617,D20C50_0.1_group,logs_itemsets/CloFast_D20C50_0.1_run2_20260112_221617.log
D20C50,10%,CloFast,measured,1,20260112_221617,D20C50_0.1_group,logs_itemsets/CloFast_D20C50_0.1_run1_20260112_221617.log
D20C50,10%,ClaSP,warmup,1,20260112_221617,D20C50_0.1_group,logs_itemsets/ClaSP_D20C50_0.1_runwarmup1_20260112_221617.log
D20C50,10%,ClaSP,measured,3,20260112_221617,D20C50_0.1_group,logs_itemsets/ClaSP_D20C50_0.1_run3_20260112_221617.log
D20C50,10%,ClaSP,measured,2,20260112_221617,D20C50_0.1_group,logs_itemsets/ClaSP_D20C50_0.1_run2_20260112_221617.log
D20C50,10%,ClaSP,measured,1,20260112_221617,D20C50_0.1_group,logs_itemsets/ClaSP_D20C50_0.1_run1_20260112_221617.log
D20C50,10%,BIDE+,warmup,1,20260112_221617,D20C50_0.1_group,logs_itemsets/BIDE+_D20C50_0.1_runwarmup1_20260112_221617.log
D20C50,10%,BIDE+,measured,3,20260112_221617,D20C50_0.1_group,logs_itemsets/BIDE+_D20C50_0.1_run3_20260112_221617.log
D20C50,10%,BIDE+,measured,2,20260112_221617,D20C50_0.1_group,logs_itemsets/BIDE+_D20C50_0.1_run2_20260112_221617.log
D20C50,10%,BIDE+,measured,1,20260112_221617,D20C50_0.1_group,logs_itemsets/BIDE+_D20C50_0.1_run1_20260112_221617.log
D20C40,5%,TriBack-Clo-Java,warmup,1,20260112_221617,D20C40_0.05_group,logs_itemsets/TriBack-Clo-Java_D20C40_0.05_runwarmup1_20260112_221617.log
D20C40,5%,TriBack-Clo-Java,measured,3,20260112_221617,D20C40_0.05_group,logs_itemsets/TriBack-Clo-Java_D20C40_0.05_run3_20260112_221617.log
D20C40,5%,TriBack-Clo-Java,measured,2,20260112_221617,D20C40_0.05_group,logs_itemsets/TriBack-Clo-Java_D20C40_0.05_run2_20260112_221617.log
D20C40,5%,TriBack-Clo-Java,measured,1,20260112_221617,D20C40_0.05_group,logs_itemsets/TriBack-Clo-Java_D20C40_0.05_run1_20260112_221617.log
D20C40,5%,CloSpan,warmup,1,20260112_221617,D20C40_0.05_group,logs_itemsets/CloSpan_D20C40_0.05_runwarmup1_20260112_221617.log
D20C40,5%,CloSpan,measured,3,20260112_221617,D20C40_0.05_group,logs_itemsets/CloSpan_D20C40_0.05_run3_20260112_221617.log
D20C40,5%,CloSpan,measured,2,20260112_221617,D20C40_0.05_group,logs_itemsets/CloSpan_D20C40_0.05_run2_20260112_221617.log
D20C40,5%,CloSpan,measured,1,20260112_221617,D20C40_0.05_group,logs_itemsets/CloSpan_D20C40_0.05_run1_20260112_221617.log
D20C40,5%,CloFast,warmup,1,20260112_221617,D20C40_0.05_group,logs_itemsets/CloFast_D20C40_0.05_runwarmup1_20260112_221617.log
D20C40,5%,CloFast,measured,3,20260112_221617,D20C40_0.05_group,logs_itemsets/CloFast_D20C40_0.05_run3_20260112_221617.log
D20C40,5%,CloFast,measured,2,20260112_221617,D20C40_0.05_group,logs_itemsets/CloFast_D20C40_0.05_run2_20260112_221617.log
D20C40,5%,CloFast,measured,1,20260112_221617,D20C40_0.05_group,logs_itemsets/CloFast_D20C40_0.05_run1_20260112_221617.log
D20C40,5%,ClaSP,warmup,1,20260112_221617,D20C40_0.05_group,logs_itemsets/ClaSP_D20C40_0.05_runwarmup1_20260112_221617.log
D20C40,5%,ClaSP,measured,3,20260112_221617,D20C40_0.05_group,logs_itemsets/ClaSP_D20C40_0.05_run3_20260112_221617.log
D20C40,5%,ClaSP,measured,2,20260112_221617,D20C40_0.05_group,logs_itemsets/ClaSP_D20C40_0.05_run2_20260112_221617.log
D20C40,5%,ClaSP,measured,1,20260112_221617,D20C40_0.05_group,logs_itemsets/ClaSP_D20C40_0.05_run1_20260112_221617.log
D20C40,5%,BIDE+,warmup,1,20260112_221617,D20C40_0.05_group,logs_itemsets/BIDE+_D20C40_0.05_runwarmup1_20260112_221617.log
D20C40,5%,BIDE+,measured,3,20260112_221617,D20C40_0.05_group,logs_itemsets/BIDE+_D20C40_0.05_run3_20260112_221617.log
D20C40,5%,BIDE+,measured,2,20260112_221617,D20C40_0.05_group,logs_itemsets/BIDE+_D20C40_0.05_run2_20260112_221617.log
D20C40,5%,BIDE+,measured,1,20260112_221617,D20C40_0.05_group,logs_itemsets/BIDE+_D20C40_0.05_run1_20260112_221617.log
D20C40,10%,TriBack-Clo-Java,warmup,1,20260112_221617,D20C40_0.1_group,logs_itemsets/TriBack-Clo-Java_D20C40_0.1_runwarmup1_20260112_221617.log
D20C40,10%,TriBack-Clo-Java,measured,3,20260112_221617,D20C40_0.1_group,logs_itemsets/TriBack-Clo-Java_D20C40_0.1_run3_20260112_221617.log
D20C40,10%,TriBack-Clo-Java,measured,2,20260112_221617,D20C40_0.1_group,logs_itemsets/TriBack-Clo-Java_D20C40_0.1_run2_20260112_221617.log
D20C40,10%,TriBack-Clo-Java,measured,1,20260112_221617,D20C40_0.1_group,logs_itemsets/TriBack-Clo-Java_D20C40_0.1_run1_20260112_221617.log
D20C40,10%,CloSpan,warmup,1,20260112_221617,D20C40_0.1_group,logs_itemsets/CloSpan_D20C40_0.1_runwarmup1_20260112_221617.log
D20C40,10%,CloSpan,measured,3,20260112_221617,D20C40_0.1_group,logs_itemsets/CloSpan_D20C40_0.1_run3_20260112_221617.log
D20C40,10%,CloSpan,measured,2,20260112_221617,D20C40_0.1_group,logs_itemsets/CloSpan_D20C40_0.1_run2_20260112_221617.log
D20C40,10%,CloSpan,measured,1,20260112_221617,D20C40_0.1_group,logs_itemsets/CloSpan_D20C40_0.1_run1_20260112_221617.log
D20C40,10%,CloFast,warmup,1,20260112_221617,D20C40_0.1_group,logs_itemsets/CloFast_D20C40_0.1_runwarmup1_20260112_221617.log
D20C40,10%,CloFast,measured,3,20260112_221617,D20C40_0.1_group,logs_itemsets/CloFast_D20C40_0.1_run3_20260112_221617.log
D20C40,10%,CloFast,measured,2,20260112_221617,D20C40_0.1_group,logs_itemsets/CloFast_D20C40_0.1_run2_20260112_221617.log
D20C40,10%,CloFast,measured,1,20260112_221617,D20C40_0.1_group,logs_itemsets/CloFast_D20C40_0.1_run1_20260112_221617.log
D20C40,10%,ClaSP,warmup,1,20260112_221617,D20C40_0.1_group,logs_itemsets/ClaSP_D20C40_0.1_runwarmup1_20260112_221617.log
D20C40,10%,ClaSP,measured,3,20260112_221617,D20C40_0.1_group,logs_itemsets/ClaSP_D20C40_0.1_run3_20260112_221617.log
D20C40,10%,ClaSP,measured,2,20260112_221617,D20C40_0.1_group,logs_itemsets/ClaSP_D20C40_0.1_run2_20260112_221617.log
D20C40,10%,ClaSP,measured,1,20260112_221617,D20C40_0.1_group,logs_itemsets/ClaSP_D20C40_0.1_run1_20260112_221617.log
D20C40,10%,BIDE+,warmup,1,20260112_221617,D20C40_0.1_group,logs_itemsets/BIDE+_D20C40_0.1_runwarmup1_20260112_221617.log
D20C40,10%,BIDE+,measured,3,20260112_221617,D20C40_0.1_group,logs_itemsets/BIDE+_D20C40_0.1_run3_20260112_221617.log
D20C40,10%,BIDE+,measured,2,20260112_221617,D20C40_0.1_group,logs_itemsets/BIDE+_D20C40_0.1_run2_20260112_221617.log
D20C40,10%,BIDE+,measured,1,20260112_221617,D20C40_0.1_group,logs_itemsets/BIDE+_D20C40_0.1_run1_20260112_221617.log
D20C30,5%,TriBack-Clo-Java,warmup,1,20260112_221617,D20C30_0.05_group,logs_itemsets/TriBack-Clo-Java_D20C30_0.05_runwarmup1_20260112_221617.log
D20C30,5%,TriBack-Clo-Java,measured,3,20260112_221617,D20C30_0.05_group,logs_itemsets/TriBack-Clo-Java_D20C30_0.05_run3_20260112_221617.log
D20C30,5%,TriBack-Clo-Java,measured,2,20260112_221617,D20C30_0.05_group,logs_itemsets/TriBack-Clo-Java_D20C30_0.05_run2_20260112_221617.log
D20C30,5%,TriBack-Clo-Java,measured,1,20260112_221617,D20C30_0.05_group,logs_itemsets/TriBack-Clo-Java_D20C30_0.05_run1_20260112_221617.log
D20C30,5%,CloSpan,warmup,1,20260112_221617,D20C30_0.05_group,logs_itemsets/CloSpan_D20C30_0.05_runwarmup1_20260112_221617.log
D20C30,5%,CloSpan,measured,3,20260112_221617,D20C30_0.05_group,logs_itemsets/CloSpan_D20C30_0.05_run3_20260112_221617.log
D20C30,5%,CloSpan,measured,2,20260112_221617,D20C30_0.05_group,logs_itemsets/CloSpan_D20C30_0.05_run2_20260112_221617.log
D20C30,5%,CloSpan,measured,1,20260112_221617,D20C30_0.05_group,logs_itemsets/CloSpan_D20C30_0.05_run1_20260112_221617.log
D20C30,5%,CloFast,warmup,1,20260112_221617,D20C30_0.05_group,logs_itemsets/CloFast_D20C30_0.05_runwarmup1_20260112_221617.log
D20C30,5%,CloFast,measured,3,20260112_221617,D20C30_0.05_group,logs_itemsets/CloFast_D20C30_0.05_run3_20260112_221617.log
D20C30,5%,CloFast,measured,2,20260112_221617,D20C30_0.05_group,logs_itemsets/CloFast_D20C30_0.05_run2_20260112_221617.log
D20C30,5%,CloFast,measured,1,20260112_221617,D20C30_0.05_group,logs_itemsets/CloFast_D20C30_0.05_run1_20260112_221617.log
D20C30,5%,ClaSP,warmup,1,20260112_221617,D20C30_0.05_group,logs_itemsets/ClaSP_D20C30_0.05_runwarmup1_20260112_221617.log
D20C30,5%,ClaSP,measured,3,20260112_221617,D20C30_0.05_group,logs_itemsets/ClaSP_D20C30_0.05_run3_20260112_221617.log
D20C30,5%,ClaSP,measured,2,20260112_221617,D20C30_0.05_group,logs_itemsets/ClaSP_D20C30_0.05_run2_20260112_221617.log
D20C30,5%,ClaSP,measured,1,20260112_221617,D20C30_0.05_group,logs_itemsets/ClaSP_D20C30_0.05_run1_20260112_221617.log
D20C30,5%,BIDE+,warmup,1,20260112_221617,D20C30_0.05_group,logs_itemsets/BIDE+_D20C30_0.05_runwarmup1_20260112_221617.log
D20C30,5%,BIDE+,measured,3,20260112_221617,D20C30_0.05_group,logs_itemsets/BIDE+_D20C30_0.05_run3_20260112_221617.log
D20C30,5%,BIDE+,measured,2,20260112_221617,D20C30_0.05_group,logs_itemsets/BIDE+_D20C30_0.05_run2_20260112_221617.log
D20C30,5%,BIDE+,measured,1,20260112_221617,D20C30_0.05_group,logs_itemsets/BIDE+_D20C30_0.05_run1_20260112_221617.log
D20C30,10%,TriBack-Clo-Java,warmup,1,20260112_221617,D20C30_0.1_group,logs_itemsets/TriBack-Clo-Java_D20C30_0.1_runwarmup1_20260112_221617.log
D20C30,10%,TriBack-Clo-Java,measured,3,20260112_221617,D20C30_0.1_group,logs_itemsets/TriBack-Clo-Java_D20C30_0.1_run3_20260112_221617.log
D20C30,10%,TriBack-Clo-Java,measured,2,20260112_221617,D20C30_0.1_group,logs_itemsets/TriBack-Clo-Java_D20C30_0.1_run2_20260112_221617.log
D20C30,10%,TriBack-Clo-Java,measured,1,20260112_221617,D20C30_0.1_group,logs_itemsets/TriBack-Clo-Java_D20C30_0.1_run1_20260112_221617.log
D20C30,10%,CloSpan,warmup,1,20260112_221617,D20C30_0.1_group,logs_itemsets/CloSpan_D20C30_0.1_runwarmup1_20260112_221617.log
D20C30,10%,CloSpan,measured,3,20260112_221617,D20C30_0.1_group,logs_itemsets/CloSpan_D20C30_0.1_run3_20260112_221617.log
D20C30,10%,CloSpan,measured,2,20260112_221617,D20C30_0.1_group,logs_itemsets/CloSpan_D20C30_0.1_run2_20260112_221617.log
D20C30,10%,CloSpan,measured,1,20260112_221617,D20C30_0.1_group,logs_itemsets/CloSpan_D20C30_0.1_run1_20260112_221617.log
D20C30,10%,CloFast,warmup,1,20260112_221617,D20C30_0.1_group,logs_itemsets/CloFast_D20C30_0.1_runwarmup1_20260112_221617.log
D20C30,10%,CloFast,measured,3,20260112_221617,D20C30_0.1_group,logs_itemsets/CloFast_D20C30_0.1_run3_20260112_221617.log
D20C30,10%,CloFast,measured,2,20260112_221617,D20C30_0.1_group,logs_itemsets/CloFast_D20C30_0.1_run2_20260112_221617.log
D20C30,10%,CloFast,measured,1,20260112_221617,D20C30_0.1_group,logs_itemsets/CloFast_D20C30_0.1_run1_20260112_221617.log
D20C30,10%,ClaSP,warmup,1,20260112_221617,D20C30_0.1_group,logs_itemsets/ClaSP_D20C30_0.1_runwarmup1_20260112_221617.log
D20C30,10%,ClaSP,measured,3,20260112_221617,D20C30_0.1_group,logs_itemsets/ClaSP_D20C30_0.1_run3_20260112_221617.log
D20C30,10%,ClaSP,measured,2,20260112_221617,D20C30_0.1_group,logs_itemsets/ClaSP_D20C30_0.1_run2_20260112_221617.log
D20C30,10%,ClaSP,measured,1,20260112_221617,D20C30_0.1_group,logs_itemsets/ClaSP_D20C30_0.1_run1_20260112_221617.log
D20C30,10%,BIDE+,warmup,1,20260112_221617,D20C30_0.1_group,logs_itemsets/BIDE+_D20C30_0.1_runwarmup1_20260112_221617.log
D20C30,10%,BIDE+,measured,3,20260112_221617,D20C30_0.1_group,logs_itemsets/BIDE+_D20C30_0.1_run3_20260112_221617.log
D20C30,10%,BIDE+,measured,2,20260112_221617,D20C30_0.1_group,logs_itemsets/BIDE+_D20C30_0.1_run2_20260112_221617.log
D20C30,10%,BIDE+,measured,1,20260112_221617,D20C30_0.1_group,logs_itemsets/BIDE+_D20C30_0.1_run1_20260112_221617.log
D20C20,5%,TriBack-Clo-Java,warmup,1,20260112_221617,D20C20_0.05_group,logs_itemsets/TriBack-Clo-Java_D20C20_0.05_runwarmup1_20260112_221617.log
D20C20,5%,TriBack-Clo-Java,measured,3,20260112_221617,D20C20_0.05_group,logs_itemsets/TriBack-Clo-Java_D20C20_0.05_run3_20260112_221617.log
D20C20,5%,TriBack-Clo-Java,measured,2,20260112_221617,D20C20_0.05_group,logs_itemsets/TriBack-Clo-Java_D20C20_0.05_run2_20260112_221617.log
D20C20,5%,TriBack-Clo-Java,measured,1,20260112_221617,D20C20_0.05_group,logs_itemsets/TriBack-Clo-Java_D20C20_0.05_run1_20260112_221617.log
D20C20,5%,CloSpan,warmup,1,20260112_221617,D20C20_0.05_group,logs_itemsets/CloSpan_D20C20_0.05_runwarmup1_20260112_221617.log
D20C20,5%,CloSpan,measured,3,20260112_221617,D20C20_0.05_group,logs_itemsets/CloSpan_D20C20_0.05_run3_20260112_221617.log
D20C20,5%,CloSpan,measured,2,20260112_221617,D20C20_0.05_group,logs_itemsets/CloSpan_D20C20_0.05_run2_20260112_221617.log
D20C20,5%,CloSpan,measured,1,20260112_221617,D20C20_0.05_group,logs_itemsets/CloSpan_D20C20_0.05_run1_20260112_221617.log
D20C20,5%,CloFast,warmup,1,20260112_221617,D20C20_0.05_group,logs_itemsets/CloFast_D20C20_0.05_runwarmup1_20260112_221617.log
D20C20,5%,CloFast,measured,3,20260112_221617,D20C20_0.05_group,logs_itemsets/CloFast_D20C20_0.05_run3_20260112_221617.log
D20C20,5%,CloFast,measured,2,20260112_221617,D20C20_0.05_group,logs_itemsets/CloFast_D20C20_0.05_run2_20260112_221617.log
D20C20,5%,CloFast,measured,1,20260112_221617,D20C20_0.05_group,logs_itemsets/CloFast_D20C20_0.05_run1_20260112_221617.log
D20C20,5%,ClaSP,warmup,1,20260112_221617,D20C20_0.05_group,logs_itemsets/ClaSP_D20C20_0.05_runwarmup1_20260112_221617.log
D20C20,5%,ClaSP,measured,3,20260112_221617,D20C20_0.05_group,logs_itemsets/ClaSP_D20C20_0.05_run3_20260112_221617.log
D20C20,5%,ClaSP,measured,2,20260112_221617,D20C20_0.05_group,logs_itemsets/ClaSP_D20C20_0.05_run2_20260112_221617.log
D20C20,5%,ClaSP,measured,1,20260112_221617,D20C20_0.05_group,logs_itemsets/ClaSP_D20C20_0.05_run1_20260112_221617.log
D20C20,5%,BIDE+,warmup,1,20260112_221617,D20C20_0.05_group,logs_itemsets/BIDE+_D20C20_0.05_runwarmup1_20260112_221617.log
D20C20,5%,BIDE+,measured,3,20260112_221617,D20C20_0.05_group,logs_itemsets/BIDE+_D20C20_0.05_run3_20260112_221617.log
D20C20,5%,BIDE+,measured,2,20260112_221617,D20C20_0.05_group,logs_itemsets/BIDE+_D20C20_0.05_run2_20260112_221617.log
D20C20,5%,BIDE+,measured,1,20260112_221617,D20C20_0.05_group,logs_itemsets/BIDE+_D20C20_0.05_run1_20260112_221617.log
D20C20,10%,TriBack-Clo-Java,warmup,1,20260112_221617,D20C20_0.1_group,logs_itemsets/TriBack-Clo-Java_D20C20_0.1_runwarmup1_20260112_221617.log
D20C20,10%,TriBack-Clo-Java,measured,3,20260112_221617,D20C20_0.1_group,logs_itemsets/TriBack-Clo-Java_D20C20_0.1_run3_20260112_221617.log
D20C20,10%,TriBack-Clo-Java,measured,2,20260112_221617,D20C20_0.1_group,logs_itemsets/TriBack-Clo-Java_D20C20_0.1_run2_20260112_221617.log
D20C20,10%,TriBack-Clo-Java,measured,1,20260112_221617,D20C20_0.1_group,logs_itemsets/TriBack-Clo-Java_D20C20_0.1_run1_20260112_221617.log
D20C20,10%,CloSpan,warmup,1,20260112_221617,D20C20_0.1_group,logs_itemsets/CloSpan_D20C20_0.1_runwarmup1_20260112_221617.log
D20C20,10%,CloSpan,measured,3,20260112_221617,D20C20_0.1_group,logs_itemsets/CloSpan_D20C20_0.1_run3_20260112_221617.log
D20C20,10%,CloSpan,measured,2,20260112_221617,D20C20_0.1_group,logs_itemsets/CloSpan_D20C20_0.1_run2_20260112_221617.log
D20C20,10%,CloSpan,measured,1,20260112_221617,D20C20_0.1_group,logs_itemsets/CloSpan_D20C20_0.1_run1_20260112_221617.log
D20C20,10%,CloFast,warmup,1,20260112_221617,D20C20_0.1_group,logs_itemsets/CloFast_D20C20_0.1_runwarmup1_20260112_221617.log
D20C20,10%,CloFast,measured,3,20260112_221617,D20C20_0.1_group,logs_itemsets/CloFast_D20C20_0.1_run3_20260112_221617.log
D20C20,10%,CloFast,measured,2,20260112_221617,D20C20_0.1_group,logs_itemsets/CloFast_D20C20_0.1_run2_20260112_221617.log
D20C20,10%,CloFast,measured,1,20260112_221617,D20C20_0.1_group,logs_itemsets/CloFast_D20C20_0.1_run1_20260112_221617.log
D20C20,10%,ClaSP,warmup,1,20260112_221617,D20C20_0.1_group,logs_itemsets/ClaSP_D20C20_0.1_runwarmup1_20260112_221617.log
D20C20,10%,ClaSP,measured,3,20260112_221617,D20C20_0.1_group,logs_itemsets/ClaSP_D20C20_0.1_run3_20260112_221617.log
D20C20,10%,ClaSP,measured,2,20260112_221617,D20C20_0.1_group,logs_itemsets/ClaSP_D20C20_0.1_run2_20260112_221617.log
D20C20,10%,ClaSP,measured,1,20260112_221617,D20C20_0.1_group,logs_itemsets/ClaSP_D20C20_0.1_run1_20260112_221617.log
D20C20,10%,BIDE+,warmup,1,20260112_221617,D20C20_0.1_group,logs_itemsets/BIDE+_D20C20_0.1_runwarmup1_20260112_221617.log
D20C20,10%,BIDE+,measured,3,20260112_221617,D20C20_0.1_group,logs_itemsets/BIDE+_D20C20_0.1_run3_20260112_221617.log
D20C20,10%,BIDE+,measured,2,20260112_221617,D20C20_0.1_group,logs_itemsets/BIDE+_D20C20_0.1_run2_20260112_221617.log
D20C20,10%,BIDE+,measured,1,20260112_221617,D20C20_0.1_group,logs_itemsets/BIDE+_D20C20_0.1_run1_20260112_221617.log
D10C80,40%,TriBack-Clo-Java,warmup,1,20260112_221617,D10C80_0.4_group,logs_itemsets/TriBack-Clo-Java_D10C80_0.4_runwarmup1_20260112_221617.log
D10C80,40%,TriBack-Clo-Java,measured,3,20260112_221617,D10C80_0.4_group,logs_itemsets/TriBack-Clo-Java_D10C80_0.4_run3_20260112_221617.log
D10C80,40%,TriBack-Clo-Java,measured,2,20260112_221617,D10C80_0.4_group,logs_itemsets/TriBack-Clo-Java_D10C80_0.4_run2_20260112_221617.log
D10C80,40%,TriBack-Clo-Java,measured,1,20260112_221617,D10C80_0.4_group,logs_itemsets/TriBack-Clo-Java_D10C80_0.4_run1_20260112_221617.log
D10C80,40%,CloSpan,warmup,1,20260112_221617,D10C80_0.4_group,logs_itemsets/CloSpan_D10C80_0.4_runwarmup1_20260112_221617.log
D10C80,40%,CloSpan,measured,3,20260112_221617,D10C80_0.4_group,logs_itemsets/CloSpan_D10C80_0.4_run3_20260112_221617.log
D10C80,40%,CloSpan,measured,2,20260112_221617,D10C80_0.4_group,logs_itemsets/CloSpan_D10C80_0.4_run2_20260112_221617.log
D10C80,40%,CloSpan,measured,1,20260112_221617,D10C80_0.4_group,logs_itemsets/CloSpan_D10C80_0.4_run1_20260112_221617.log
D10C80,40%,CloFast,warmup,1,20260112_221617,D10C80_0.4_group,logs_itemsets/CloFast_D10C80_0.4_runwarmup1_20260112_221617.log
D10C80,40%,CloFast,measured,3,20260112_221617,D10C80_0.4_group,logs_itemsets/CloFast_D10C80_0.4_run3_20260112_221617.log
D10C80,40%,CloFast,measured,2,20260112_221617,D10C80_0.4_group,logs_itemsets/CloFast_D10C80_0.4_run2_20260112_221617.log
D10C80,40%,CloFast,measured,1,20260112_221617,D10C80_0.4_group,logs_itemsets/CloFast_D10C80_0.4_run1_20260112_221617.log
D10C80,40%,ClaSP,warmup,1,20260112_221617,D10C80_0.4_group,logs_itemsets/ClaSP_D10C80_0.4_runwarmup1_20260112_221617.log
D10C80,40%,ClaSP,measured,3,20260112_221617,D10C80_0.4_group,logs_itemsets/ClaSP_D10C80_0.4_run3_20260112_221617.log
D10C80,40%,ClaSP,measured,2,20260112_221617,D10C80_0.4_group,logs_itemsets/ClaSP_D10C80_0.4_run2_20260112_221617.log
D10C80,40%,ClaSP,measured,1,20260112_221617,D10C80_0.4_group,logs_itemsets/ClaSP_D10C80_0.4_run1_20260112_221617.log
D10C80,40%,BIDE+,warmup,1,20260112_221617,D10C80_0.4_group,logs_itemsets/BIDE+_D10C80_0.4_runwarmup1_20260112_221617.log
D10C80,40%,BIDE+,measured,3,20260112_221617,D10C80_0.4_group,logs_itemsets/BIDE+_D10C80_0.4_run3_20260112_221617.log
D10C80,40%,BIDE+,measured,2,20260112_221617,D10C80_0.4_group,logs_itemsets/BIDE+_D10C80_0.4_run2_20260112_221617.log
D10C80,40%,BIDE+,measured,1,20260112_221617,D10C80_0.4_group,logs_itemsets/BIDE+_D10C80_0.4_run1_20260112_221617.log
D10C70,40%,TriBack-Clo-Java,warmup,1,20260112_221617,D10C70_0.4_group,logs_itemsets/TriBack-Clo-Java_D10C70_0.4_runwarmup1_20260112_221617.log
D10C70,40%,TriBack-Clo-Java,measured,3,20260112_221617,D10C70_0.4_group,logs_itemsets/TriBack-Clo-Java_D10C70_0.4_run3_20260112_221617.log
D10C70,40%,TriBack-Clo-Java,measured,2,20260112_221617,D10C70_0.4_group,logs_itemsets/TriBack-Clo-Java_D10C70_0.4_run2_20260112_221617.log
D10C70,40%,TriBack-Clo-Java,measured,1,20260112_221617,D10C70_0.4_group,logs_itemsets/TriBack-Clo-Java_D10C70_0.4_run1_20260112_221617.log
D10C70,40%,CloSpan,warmup,1,20260112_221617,D10C70_0.4_group,logs_itemsets/CloSpan_D10C70_0.4_runwarmup1_20260112_221617.log
D10C70,40%,CloSpan,measured,3,20260112_221617,D10C70_0.4_group,logs_itemsets/CloSpan_D10C70_0.4_run3_20260112_221617.log
D10C70,40%,CloSpan,measured,2,20260112_221617,D10C70_0.4_group,logs_itemsets/CloSpan_D10C70_0.4_run2_20260112_221617.log
D10C70,40%,CloSpan,measured,1,20260112_221617,D10C70_0.4_group,logs_itemsets/CloSpan_D10C70_0.4_run1_20260112_221617.log
D10C70,40%,CloFast,warmup,1,20260112_221617,D10C70_0.4_group,logs_itemsets/CloFast_D10C70_0.4_runwarmup1_20260112_221617.log
D10C70,40%,CloFast,measured,3,20260112_221617,D10C70_0.4_group,logs_itemsets/CloFast_D10C70_0.4_run3_20260112_221617.log
D10C70,40%,CloFast,measured,2,20260112_221617,D10C70_0.4_group,logs_itemsets/CloFast_D10C70_0.4_run2_20260112_221617.log
D10C70,40%,CloFast,measured,1,20260112_221617,D10C70_0.4_group,logs_itemsets/CloFast_D10C70_0.4_run1_20260112_221617.log
D10C70,40%,ClaSP,warmup,1,20260112_221617,D10C70_0.4_group,logs_itemsets/ClaSP_D10C70_0.4_runwarmup1_20260112_221617.log
D10C70,40%,ClaSP,measured,3,20260112_221617,D10C70_0.4_group,logs_itemsets/ClaSP_D10C70_0.4_run3_20260112_221617.log
D10C70,40%,ClaSP,measured,2,20260112_221617,D10C70_0.4_group,logs_itemsets/ClaSP_D10C70_0.4_run2_20260112_221617.log
D10C70,40%,ClaSP,measured,1,20260112_221617,D10C70_0.4_group,logs_itemsets/ClaSP_D10C70_0.4_run1_20260112_221617.log
D10C70,40%,BIDE+,warmup,1,20260112_221617,D10C70_0.4_group,logs_itemsets/BIDE+_D10C70_0.4_runwarmup1_20260112_221617.log
D10C70,40%,BIDE+,measured,3,20260112_221617,D10C70_0.4_group,logs_itemsets/BIDE+_D10C70_0.4_run3_20260112_221617.log
D10C70,40%,BIDE+,measured,2,20260112_221617,D10C70_0.4_group,logs_itemsets/BIDE+_D10C70_0.4_run2_20260112_221617.log
D10C70,40%,BIDE+,measured,1,20260112_221617,D10C70_0.4_group,logs_itemsets/BIDE+_D10C70_0.4_run1_20260112_221617.log
D10C60,40%,TriBack-Clo-Java,warmup,1,20260112_221617,D10C60_0.4_group,logs_itemsets/TriBack-Clo-Java_D10C60_0.4_runwarmup1_20260112_221617.log
D10C60,40%,TriBack-Clo-Java,measured,3,20260112_221617,D10C60_0.4_group,logs_itemsets/TriBack-Clo-Java_D10C60_0.4_run3_20260112_221617.log
D10C60,40%,TriBack-Clo-Java,measured,2,20260112_221617,D10C60_0.4_group,logs_itemsets/TriBack-Clo-Java_D10C60_0.4_run2_20260112_221617.log
D10C60,40%,TriBack-Clo-Java,measured,1,20260112_221617,D10C60_0.4_group,logs_itemsets/TriBack-Clo-Java_D10C60_0.4_run1_20260112_221617.log
D10C60,40%,CloSpan,warmup,1,20260112_221617,D10C60_0.4_group,logs_itemsets/CloSpan_D10C60_0.4_runwarmup1_20260112_221617.log
D10C60,40%,CloSpan,measured,3,20260112_221617,D10C60_0.4_group,logs_itemsets/CloSpan_D10C60_0.4_run3_20260112_221617.log
D10C60,40%,CloSpan,measured,2,20260112_221617,D10C60_0.4_group,logs_itemsets/CloSpan_D10C60_0.4_run2_20260112_221617.log
D10C60,40%,CloSpan,measured,1,20260112_221617,D10C60_0.4_group,logs_itemsets/CloSpan_D10C60_0.4_run1_20260112_221617.log
D10C60,40%,CloFast,warmup,1,20260112_221617,D10C60_0.4_group,logs_itemsets/CloFast_D10C60_0.4_runwarmup1_20260112_221617.log
D10C60,40%,CloFast,measured,3,20260112_221617,D10C60_0.4_group,logs_itemsets/CloFast_D10C60_0.4_run3_20260112_221617.log
